City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Puerto Carreno,CO,2021-10-21 14:13:02,6.189,-67.4859,83.28,69,99,1.25
296,Maniitsoq,GL,2021-10-21 14:13:03,65.4167,-52.9,31.55,45,80,5.59
297,Homer,US,2021-10-21 14:09:17,59.6425,-151.5483,41.81,90,90,3.44
298,Kanniyakumari,IN,2021-10-21 14:13:04,8.0833,77.5667,80.6,83,25,7.92
299,Namtsy,RU,2021-10-21 14:13:04,62.7161,129.6658,32.11,98,100,7.31
300,Caravelas,BR,2021-10-21 14:13:05,-17.7125,-39.2481,76.69,88,98,9.55
301,Hengshui,CN,2021-10-21 14:11:19,37.7322,115.7011,52.18,52,0,3.94
302,Ijui,BR,2021-10-21 14:13:05,-28.3878,-53.9147,73.98,51,0,3.38
303,Bandarbeyla,SO,2021-10-21 14:13:06,9.4942,50.8122,79.43,76,100,10.63
304,Guasdualito,VE,2021-10-21 14:13:06,7.2424,-70.7324,83.61,69,96,2.98
305,Surt,LY,2021-10-21 14:13:07,31.2089,16.5887,76.42,58,100,11.92
306,Necochea,AR,2021-10-21 14:11:50,-38.5473,-58.7368,76.03,57,3,12.35
307,Porto Novo,BJ,2021-10-21 14:13:07,6.4965,2.6036,84.63,66,98,7.72
308,Alamosa,US,2021-10-21 14:13:08,37.4695,-105.87,33.31,42,51,1.19
309,Sakakah,SA,2021-10-21 14:13:08,29.9697,40.2064,81.64,25,0,2.46
310,Wajir,KE,2021-10-21 14:13:09,1.7471,40.0573,91.44,35,100,9.69
311,Buraydah,SA,2021-10-21 14:09:49,26.326,43.975,88.61,16,0,7.67
312,Mahebourg,MU,2021-10-21 14:13:09,-20.4081,57.7,76.24,76,54,10.38
313,Corning,US,2021-10-21 14:13:10,42.1428,-77.0547,62.85,82,40,0.0
314,Nuuk,GL,2021-10-21 14:13:10,64.1835,-51.7216,30.81,86,75,1.14
315,Guiratinga,BR,2021-10-21 14:13:11,-16.3494,-53.7583,90.57,43,70,3.74
316,Vorotynets,RU,2021-10-21 14:13:11,56.0603,45.8633,47.73,89,100,15.57
317,Paracuru,BR,2021-10-21 14:13:11,-3.41,-39.0306,89.62,60,45,13.13
318,Araouane,ML,2021-10-21 14:13:12,18.9048,-3.5265,90.14,16,13,7.87
319,Cape Canaveral,US,2021-10-21 14:13:12,28.4058,-80.6048,82.47,65,1,10.36
320,Iguape,BR,2021-10-21 14:13:13,-24.7081,-47.5553,68.77,68,97,7.45
321,Alnashi,RU,2021-10-21 14:13:13,56.1874,52.4792,32.76,97,100,20.47
322,Tarakan,ID,2021-10-21 14:13:14,3.3,117.6333,80.1,89,40,3.44
323,Bayir,TR,2021-10-21 14:13:14,37.2687,28.2167,70.63,44,0,6.69
324,Oktyabrskiy,RU,2021-10-21 14:13:15,54.4815,53.471,33.91,96,100,20.85
325,Granadilla De Abona,ES,2021-10-21 14:13:15,28.1188,-16.576,78.76,60,0,17.27
326,Mackay,AU,2021-10-21 14:13:16,-21.15,149.2,78.67,87,3,12.91
327,Machilipatnam,IN,2021-10-21 14:13:16,16.1667,81.1333,84.4,77,3,2.84
328,Kirovskiy,RU,2021-10-21 14:13:16,45.0917,133.5136,31.53,67,66,4.7
329,Boddam,GB,2021-10-21 14:13:17,57.4667,-1.7833,47.43,68,100,27.45
330,Sergeyevka,KZ,2021-10-21 14:13:17,53.88,67.4158,34.21,95,100,16.04
331,Tlaltenango,MX,2021-10-21 14:13:18,19.1667,-98.3333,57.7,82,20,10.36
332,Luena,AO,2021-10-21 14:13:18,-11.7833,19.9167,82.67,43,96,4.54
333,Taltal,CL,2021-10-21 14:13:19,-25.4,-70.4833,63.75,63,0,8.08
334,Fortuna,US,2021-10-21 14:13:19,40.5982,-124.1573,64.98,68,90,5.99
335,Mount Isa,AU,2021-10-21 14:13:20,-20.7333,139.5,74.97,57,7,0.0
336,Hershey,US,2021-10-21 14:13:20,40.2859,-76.6503,66.76,77,20,1.01
337,Brae,GB,2021-10-21 14:13:21,60.3964,-1.353,42.71,79,100,26.11
338,Saint-Augustin,CA,2021-10-21 14:13:21,51.226,-58.6502,44.58,58,97,16.15
339,Lorengau,PG,2021-10-21 14:13:22,-2.0226,147.2712,81.25,80,100,7.92
340,Halifax,CA,2021-10-21 14:08:26,44.6453,-63.5724,56.21,80,13,1.01
341,Male,MV,2021-10-21 14:13:23,4.1748,73.5089,81.86,71,10,11.07
342,Itaparica,BR,2021-10-21 14:13:23,-12.8883,-38.6786,78.73,72,90,1.95
343,Beian,NO,2021-10-21 14:13:24,63.6559,9.5683,45.01,81,75,33.38
344,Kogon,UZ,2021-10-21 14:13:24,39.7228,64.5517,53.64,47,40,9.22
345,Ostroda,PL,2021-10-21 14:13:25,53.6967,19.9649,59.68,62,84,26.78
346,Havoysund,NO,2021-10-21 14:13:25,70.9963,24.6622,37.63,75,100,30.2
347,Puerto Del Rosario,ES,2021-10-21 14:13:26,28.5004,-13.8627,78.48,78,40,17.27
348,Umm Lajj,SA,2021-10-21 14:10:35,25.0213,37.2685,82.69,64,0,13.44
349,Solnechnyy,RU,2021-10-21 14:13:26,50.7214,136.6319,28.13,87,100,1.92
350,Pangnirtung,CA,2021-10-21 14:13:27,66.1451,-65.7125,33.82,73,95,5.82
351,Olavarria,AR,2021-10-21 14:13:27,-36.8927,-60.3225,72.01,65,59,11.25
352,Laguna,US,2021-10-21 14:13:27,38.421,-121.4238,64.24,88,90,0.0
353,Black Forest,US,2021-10-21 14:13:28,39.0131,-104.7008,49.26,33,1,1.01
354,Payakumbuh,ID,2021-10-21 14:13:28,-0.2202,100.6308,70.77,97,96,1.81
355,San Jeronimo,PE,2021-10-21 14:13:29,-11.9472,-75.2829,58.75,55,7,1.48
356,Terre-De-Bas,GP,2021-10-21 14:13:30,15.8501,-61.6442,85.51,69,72,21.39
357,Hwange,ZW,2021-10-21 14:13:30,-18.3693,26.5019,90.88,21,92,10.13
358,Diu,IN,2021-10-21 14:13:31,20.7141,70.9822,78.94,65,0,9.66
359,Palu,ID,2021-10-21 14:13:31,-0.8917,119.8707,76.48,96,86,0.92
360,Tianpeng,CN,2021-10-21 14:13:32,30.9866,103.9393,57.63,84,100,5.21
361,Newport,GB,2021-10-21 14:13:32,51.5877,-2.9984,59.11,58,9,12.62
362,Bhan,PK,2021-10-21 14:13:32,26.5583,67.7214,90.48,23,0,7.74
363,Clinton,US,2021-10-21 14:12:11,42.587,-82.9199,59.77,93,90,9.22
364,Paranhos,BR,2021-10-21 14:13:33,-23.8928,-55.4311,73.96,58,0,7.83
365,Waipawa,NZ,2021-10-21 14:13:33,-41.4122,175.5153,48.83,83,99,4.0
366,Nieuw Amsterdam,SR,2021-10-21 14:13:34,5.8833,-55.0833,88.14,62,40,11.5
367,Moussoro,TD,2021-10-21 14:13:34,13.6408,16.4901,95.41,29,100,7.11
368,Koubia,GN,2021-10-21 14:13:35,11.5833,-11.9,78.06,71,48,7.45
369,Udachnyy,RU,2021-10-21 14:13:35,66.4167,112.4,25.0,93,40,9.64
370,Springfield,US,2021-10-21 14:10:16,37.2153,-93.2982,52.03,80,1,5.99
371,Puerto Colombia,CO,2021-10-21 14:13:36,10.9878,-74.9547,84.29,74,16,7.49
372,Raahe,FI,2021-10-21 14:13:36,64.6833,24.4833,33.89,83,100,5.82
373,Plouzane,FR,2021-10-21 14:10:28,48.3833,-4.6167,55.49,82,75,9.22
374,Progreso,MX,2021-10-21 14:13:37,21.2833,-89.6667,79.11,83,100,6.31
375,Balaguer,ES,2021-10-21 14:13:38,41.7912,0.8109,71.4,63,94,5.46
376,Praia,CV,2021-10-21 14:13:38,14.9215,-23.5087,90.14,43,0,21.85
377,Yanam,IN,2021-10-21 14:13:38,16.7333,82.2167,84.6,87,44,3.27
378,Longyearbyen,SJ,2021-10-21 14:13:39,78.2186,15.6401,12.04,73,40,11.5
379,Phek,IN,2021-10-21 14:13:39,25.6667,94.5,56.44,99,75,1.61
380,Puri,IN,2021-10-21 14:13:40,19.8,85.85,82.92,70,32,4.21
381,Acajutla,SV,2021-10-21 14:13:40,13.5928,-89.8275,79.34,79,97,4.72
382,Mehamn,NO,2021-10-21 14:13:41,71.0357,27.8492,37.58,73,100,25.46
383,Ryotsu,JP,2021-10-21 14:13:41,38.0833,138.4333,52.39,55,81,5.19
384,Tigil,RU,2021-10-21 14:13:42,57.8,158.6667,17.22,93,100,6.04
385,Cozumel,MX,2021-10-21 14:13:42,20.5083,-86.9458,84.18,87,75,4.0
386,Athabasca,CA,2021-10-21 14:13:42,54.7169,-113.2854,26.91,54,0,6.08
387,Lazarev,RU,2021-10-21 14:13:43,52.225,141.5131,32.94,68,100,7.96
388,Canoinhas,BR,2021-10-21 14:13:43,-26.1772,-50.39,66.24,56,49,3.78
389,Pilot Butte,CA,2021-10-21 14:13:44,50.4668,-104.4178,27.66,85,93,11.88
390,Kloulklubed,PW,2021-10-21 14:13:44,7.0419,134.2556,82.45,73,100,7.23
391,Palmer,US,2021-10-21 14:10:31,42.1584,-72.3287,66.65,71,40,0.0
392,Cumana,VE,2021-10-21 14:10:10,10.4635,-64.1775,85.21,62,14,6.93
393,Maridi,SS,2021-10-21 14:13:45,4.9158,29.4742,76.59,84,100,1.12
394,Coquimbo,CL,2021-10-21 14:12:53,-29.9533,-71.3436,60.53,67,0,11.5
395,Altay,CN,2021-10-21 14:13:46,47.8667,88.1167,41.68,40,18,10.11
396,Goulburn,AU,2021-10-21 14:13:46,-34.75,149.7167,53.58,93,100,5.32
397,Guangyuan,CN,2021-10-21 14:13:46,32.442,105.823,57.56,75,100,1.3
398,Polovinnoye,RU,2021-10-21 14:13:47,54.7914,65.9864,34.03,87,99,15.28
399,Verkhniy Avzyan,RU,2021-10-21 14:13:47,53.5289,57.5372,30.69,75,100,8.7
400,Miles City,US,2021-10-21 14:13:48,46.4083,-105.8406,32.97,86,1,6.91
401,Lucapa,AO,2021-10-21 14:13:48,-8.4192,20.7447,83.01,52,100,5.08
402,Trairi,BR,2021-10-21 14:08:55,-3.2778,-39.2689,88.7,54,51,12.03
403,San Rafael,AR,2021-10-21 14:09:23,-34.6177,-68.3301,71.74,23,0,15.82
404,Hokitika,NZ,2021-10-21 14:13:49,-42.7167,170.9667,49.59,80,8,4.81
405,Luau,AO,2021-10-21 14:13:50,-10.7073,22.2247,84.54,43,96,4.45
406,Wasilla,US,2021-10-21 14:10:54,61.5814,-149.4394,36.73,95,90,4.61
407,Fare,PF,2021-10-21 14:13:50,-16.7,-151.0167,77.25,79,25,7.0
408,Vardo,NO,2021-10-21 14:13:51,70.3705,31.1107,35.58,87,75,26.46
409,Vilcun,CL,2021-10-21 14:13:51,-38.65,-72.2333,48.94,69,85,4.65
410,Ous,RU,2021-10-21 14:13:52,60.9058,61.5186,29.03,70,65,5.7
411,Champerico,GT,2021-10-21 14:13:52,14.3,-91.9167,83.35,84,91,9.95
412,Setermoen,NO,2021-10-21 14:13:52,68.861,18.3486,33.44,66,100,11.99
413,Mount Gambier,AU,2021-10-21 14:13:53,-37.8333,140.7667,53.51,94,40,8.05
414,Mitsamiouli,KM,2021-10-21 14:13:53,-11.3847,43.2844,77.22,75,46,1.81
415,Aurangabad,IN,2021-10-21 14:13:54,19.8833,75.3333,75.29,53,2,0.0
416,Constitucion,CL,2021-10-21 14:13:54,-35.3333,-72.4167,59.02,71,100,8.77
417,Opelika,US,2021-10-21 14:13:55,32.6454,-85.3783,65.8,86,90,1.01
418,Gondanglegi,ID,2021-10-21 14:13:55,-7.7479,112.0132,78.64,81,100,11.61
419,Awbari,LY,2021-10-21 14:13:56,26.5921,12.7805,81.19,27,100,7.02
420,Diamantino,BR,2021-10-21 14:13:56,-14.4086,-56.4461,94.73,41,63,4.05
421,San Cristobal,VE,2021-10-21 14:13:57,7.7669,-72.225,75.38,51,16,4.0
422,Zhigansk,RU,2021-10-21 14:12:12,66.7697,123.3711,35.6,95,100,18.7
423,Huescar,ES,2021-10-21 14:13:57,37.811,-2.5412,72.95,32,50,8.41
424,Magistralnyy,RU,2021-10-21 14:12:15,56.1725,107.4458,25.79,96,21,3.36
425,Grindavik,IS,2021-10-21 14:13:58,63.8424,-22.4338,45.07,76,90,3.44
426,Xining,CN,2021-10-21 14:13:58,36.6167,101.7667,43.0,69,100,3.89
427,Lata,PT,2021-10-21 14:13:59,40.1629,-8.3327,67.93,42,1,11.83
428,Itupeva,BR,2021-10-21 14:14:00,-23.1531,-47.0578,71.33,53,75,3.44
429,Cabras,IT,2021-10-21 14:14:00,39.93,8.5314,73.9,47,100,8.61
430,Makhinjauri,GE,2021-10-21 14:14:01,41.6739,41.694,62.46,63,0,3.44
431,Mossendjo,CG,2021-10-21 14:14:01,-2.9506,12.7261,78.78,71,99,0.89
432,Mahenge,TZ,2021-10-21 14:14:02,-8.6833,36.7167,81.48,34,96,6.13
433,Jalu,LY,2021-10-21 14:14:03,29.0331,21.5482,82.78,30,0,7.67
434,Manga,BF,2021-10-21 14:14:03,11.6636,-1.0731,98.19,27,72,6.85
435,Ahipara,NZ,2021-10-21 14:14:04,-35.1667,173.1667,61.25,95,100,7.23
436,Nhulunbuy,AU,2021-10-21 14:14:04,-12.2333,136.7667,81.21,83,27,6.91
437,Kasangulu,CD,2021-10-21 14:14:05,-4.5911,15.1708,85.82,55,89,5.48
438,Jinchang,CN,2021-10-21 14:14:05,38.4953,102.1739,47.84,27,100,6.22
439,Sumenep,ID,2021-10-21 14:14:06,-7.0167,113.8667,84.11,71,100,6.44
440,Baloda,IN,2021-10-21 14:14:06,22.15,82.4833,72.75,52,16,3.49
441,Buala,SB,2021-10-21 14:14:07,-8.145,159.5921,79.83,80,100,3.42
442,Samarai,PG,2021-10-21 14:14:07,-10.6167,150.6667,80.42,80,22,9.78
443,Ina,JP,2021-10-21 14:14:08,35.8276,137.9538,49.14,83,100,2.64
444,Atbasar,KZ,2021-10-21 14:14:08,51.8,68.3333,36.32,70,100,16.28
445,Valparaiso,CL,2021-10-21 14:09:14,-33.0393,-71.6273,64.63,61,20,4.61
446,Bawku,GH,2021-10-21 14:14:09,11.0616,-0.2417,97.43,29,98,5.84
447,Tucuma,BR,2021-10-21 14:14:09,-0.1833,-50.05,90.55,52,75,8.37
448,Saint Stephen,GB,2021-10-21 14:14:10,50.3333,-4.9,57.81,66,40,14.97
449,Waddan,LY,2021-10-21 14:14:10,29.1614,16.139,81.63,29,100,10.29
450,Tuatapere,NZ,2021-10-21 14:14:11,-46.1333,167.6833,38.05,93,9,4.27
451,Todos Santos,MX,2021-10-21 14:14:11,23.45,-110.2167,78.01,67,0,3.38
452,Inuvik,CA,2021-10-21 14:14:12,68.3499,-133.7218,22.73,84,100,2.75
453,Nogliki,RU,2021-10-21 14:12:18,51.8333,143.1667,28.24,83,100,9.04
454,Ugoofaaru,MV,2021-10-21 14:14:12,5.6667,73.0,82.13,73,71,11.88
455,Linares,CL,2021-10-21 14:14:13,-35.85,-71.6,60.4,65,100,6.64
456,Lerwick,GB,2021-10-21 14:14:13,60.1545,-1.1494,42.8,82,100,26.4
457,Galveston,US,2021-10-21 14:14:14,29.3669,-94.9669,75.2,88,90,1.99
458,Demirci,TR,2021-10-21 14:14:15,39.0461,28.6589,64.04,32,0,4.23
459,Kamenka,RU,2021-10-21 14:14:16,51.3223,42.7678,56.21,58,100,19.93
460,Jhansi,IN,2021-10-21 14:14:16,25.4333,78.5833,75.06,55,0,8.7
461,Rincon,US,2021-10-21 14:14:17,32.296,-81.2354,71.85,78,75,0.0
462,Inirida,CO,2021-10-21 14:14:17,3.8653,-67.9239,77.79,87,99,3.56
463,Tavrichanka,RU,2021-10-21 14:14:17,43.3378,131.8639,31.86,61,12,1.21
464,Takapau,NZ,2021-10-21 14:14:18,-40.0333,176.35,48.45,85,100,2.98
465,Tateyama,JP,2021-10-21 14:14:18,34.9833,139.8667,62.62,67,100,8.23
466,Sibolga,ID,2021-10-21 14:14:19,1.7427,98.7792,78.24,87,100,2.46
467,Young,UY,2021-10-21 14:14:19,-32.6833,-57.6333,77.23,53,0,4.83
468,Siraha,NP,2021-10-21 14:14:20,26.6541,86.2087,73.94,84,4,5.84
469,Staroutkinsk,RU,2021-10-21 14:14:20,57.2302,59.3348,31.51,70,100,9.17
470,Heyang,CN,2021-10-21 14:14:20,26.1011,107.473,47.84,88,100,6.73
471,Port Lincoln,AU,2021-10-21 14:14:21,-34.7333,135.8667,59.45,78,86,3.67
472,Grafton,US,2021-10-21 14:14:21,42.207,-71.6856,66.31,72,1,1.01
473,Almaznyy,RU,2021-10-21 14:14:22,48.0448,40.045,55.54,47,65,18.45
474,Hami,CN,2021-10-21 14:14:22,42.8,93.45,59.97,17,7,5.97
475,Nagykoros,HU,2021-10-21 14:14:23,47.0342,19.7786,67.77,48,0,21.85
476,Siverek,TR,2021-10-21 14:14:23,37.755,39.3167,70.41,21,0,0.76
477,Wladyslawowo,PL,2021-10-21 14:14:24,54.7909,18.4009,58.55,71,73,29.73
478,Bambous Virieux,MU,2021-10-21 14:14:24,-20.3428,57.7575,76.21,77,54,10.07
479,Carballo,ES,2021-10-21 14:14:24,43.213,-8.691,64.54,72,82,5.66
480,Iqaluit,CA,2021-10-21 14:14:25,63.7506,-68.5145,32.7,80,97,8.99
481,Kinablangan,PH,2021-10-21 14:14:25,7.6947,126.5503,79.09,80,99,0.76
482,Wundanyi,KE,2021-10-21 14:14:26,-3.4019,38.364,72.32,46,100,12.08
483,Puerto Lempira,HN,2021-10-21 14:14:26,15.2667,-83.7667,80.74,83,75,0.0
484,Nikolayevskaya,RU,2021-10-21 14:14:27,47.6139,41.5023,60.04,33,41,11.97
485,Penalva,BR,2021-10-21 14:14:27,-3.2942,-45.1736,91.58,49,99,6.11
486,Quatre Cocos,MU,2021-10-21 14:14:27,-20.2078,57.7625,76.08,77,55,9.6
487,Blackwater,AU,2021-10-21 14:14:28,-23.5833,148.8833,72.45,86,42,12.5
488,Somerset East,ZA,2021-10-21 14:14:29,-32.7217,25.588,85.23,22,100,7.81
489,Binzhou,CN,2021-10-21 14:14:29,37.3667,118.0167,50.2,50,0,6.93
490,Nuevo Progreso,MX,2021-10-21 14:14:30,23.1667,-97.95,76.46,81,59,1.14
491,Rochegda,RU,2021-10-21 14:14:30,62.8,43.25,33.49,99,100,3.78
492,Taldan,RU,2021-10-21 14:14:30,53.6667,124.8,29.53,70,22,2.93
493,Padang,ID,2021-10-21 14:14:31,-0.9492,100.3543,78.85,85,100,2.17
494,Karlskoga,SE,2021-10-21 14:14:31,59.3267,14.5239,51.12,77,100,8.57
495,Manzhouli,CN,2021-10-21 14:14:32,49.6,117.4333,29.41,79,3,5.01
496,Manaus,BR,2021-10-21 14:10:13,-3.1019,-60.025,82.89,83,75,2.3
497,Gizo,SB,2021-10-21 14:14:32,-8.103,156.8419,82.11,73,96,1.72
498,Grenaa,DK,2021-10-21 14:14:33,56.4158,10.8783,52.02,72,20,4.0
499,Erattupetta,IN,2021-10-21 14:14:33,9.7,76.7833,76.3,97,66,0.54
500,Baiyin,CN,2021-10-21 14:14:34,36.5583,104.2081,48.04,44,56,4.09
501,Usinsk,RU,2021-10-21 14:14:34,65.9939,57.5281,30.87,73,100,15.5
502,Nha Trang,VN,2021-10-21 14:14:34,12.25,109.1833,80.6,87,83,1.95
503,Litovko,RU,2021-10-21 14:14:35,49.2361,135.1742,32.02,75,100,4.68
504,Powell River,CA,2021-10-21 14:11:26,49.8496,-124.5361,54.09,86,100,10.67
505,Namatanai,PG,2021-10-21 14:14:36,-3.6667,152.4333,78.96,83,34,5.35
506,Nagato,JP,2021-10-21 14:14:36,34.3833,131.2,58.19,76,100,7.49
507,Oktyabrskoye,RU,2021-10-21 14:14:36,43.0645,44.7417,53.74,50,3,8.95
508,Mirabela,BR,2021-10-21 14:14:37,-16.2628,-44.1644,74.34,74,83,7.16
509,Freeport,US,2021-10-21 14:12:34,40.6576,-73.5832,69.96,64,1,1.01
510,Souillac,MU,2021-10-21 14:14:38,-20.5167,57.5167,76.35,72,96,9.26
511,Iranshahr,IR,2021-10-21 14:14:38,27.2025,60.6848,87.31,19,0,10.2
512,Pemangkat,ID,2021-10-21 14:14:38,1.1667,108.9667,80.08,82,100,5.37
513,Vilyuysk,RU,2021-10-21 14:14:39,63.7553,121.6247,38.19,93,100,12.84
514,Enshi,CN,2021-10-21 14:14:39,30.3,109.4833,56.12,88,100,2.55
515,Comodoro Rivadavia,AR,2021-10-21 14:14:40,-45.8667,-67.5,57.06,24,0,10.36
516,Ilulissat,GL,2021-10-21 14:14:40,69.2167,-51.1,23.81,96,98,2.08
517,Elat,IL,2021-10-21 14:14:41,29.5581,34.9482,82.62,42,0,14.9
518,Moron,AR,2021-10-21 14:14:41,-34.6534,-58.6198,76.01,55,7,5.01
519,Kutum,SD,2021-10-21 14:14:42,14.2,24.6667,86.77,14,100,11.99
520,Atar,MR,2021-10-21 14:14:42,20.5169,-13.0499,95.65,11,0,14.97
521,Zlitan,LY,2021-10-21 14:14:43,32.4674,14.5687,78.46,49,100,11.7
522,Bantry,IE,2021-10-21 14:14:43,51.6833,-9.45,53.08,62,63,12.48
523,Mersin,TR,2021-10-21 14:14:43,36.862,34.6509,79.95,36,0,5.61
524,Sanary-Sur-Mer,FR,2021-10-21 14:14:44,43.1178,5.8001,74.91,51,100,7.0
525,Chunoyar,RU,2021-10-21 14:14:44,57.4467,97.3217,37.29,81,77,3.94
526,San Jose,US,2021-10-21 14:10:47,37.3394,-121.895,65.82,82,90,4.61
527,Vao,NC,2021-10-21 14:14:45,-22.6667,167.4833,70.29,87,100,14.12
528,Port Hardy,CA,2021-10-21 14:14:45,50.6996,-127.4199,50.45,86,100,33.67
529,Baruun-Urt,MN,2021-10-21 14:14:46,46.6806,113.2792,32.41,59,3,2.77
530,Turukhansk,RU,2021-10-21 14:14:46,65.8167,87.9833,34.92,98,100,8.55
531,Hirara,JP,2021-10-21 14:14:47,24.8,125.2833,78.51,77,100,21.23
532,Penzance,GB,2021-10-21 14:10:56,50.1186,-5.5371,54.72,62,20,18.41
533,Grand-Santi,GF,2021-10-21 14:14:47,4.25,-54.3833,90.41,47,84,5.21
534,The Valley,AI,2021-10-21 14:11:12,18.217,-63.0578,86.83,66,20,17.27
535,Baculin,PH,2021-10-21 14:14:48,7.4525,126.5842,79.12,80,100,1.45
536,Fuzhou,CN,2021-10-21 14:14:49,26.0614,119.3061,61.47,96,100,3.0
537,Shingu,JP,2021-10-21 14:14:49,33.7333,135.9833,54.99,78,100,4.45
538,Narrabri,AU,2021-10-21 14:11:16,-30.3167,149.7833,59.52,79,18,8.05
539,Staryy Nadym,RU,2021-10-21 14:14:50,65.6118,72.6842,30.67,76,13,4.83
540,Twentynine Palms,US,2021-10-21 14:14:50,34.1356,-116.0542,58.24,34,23,4.0
541,Zheleznodorozhnyy,RU,2021-10-21 14:14:50,55.7503,38.0042,57.42,80,100,12.33
542,Kuytun,RU,2021-10-21 14:14:51,54.3419,101.5036,34.47,77,0,4.54
543,Carbonia,IT,2021-10-21 14:14:51,39.1672,8.5222,77.0,47,100,6.46
544,Makakilo City,US,2021-10-21 14:13:18,21.3469,-158.0858,72.28,79,75,3.44
545,Ulladulla,AU,2021-10-21 14:14:52,-35.35,150.4667,62.87,90,100,3.85
546,Tanout,NE,2021-10-21 14:14:52,14.9709,8.8879,98.44,11,12,7.4
547,Fairbanks,US,2021-10-21 14:11:54,64.8378,-147.7164,31.23,84,75,3.44
548,Mariestad,SE,2021-10-21 14:14:53,58.7097,13.8237,51.85,68,100,15.46
549,Itapuranga,BR,2021-10-21 14:14:53,-15.5622,-49.9486,88.68,47,11,3.31
550,Valpacos,PT,2021-10-21 14:14:54,41.6075,-7.3109,60.73,36,35,12.1
551,Livingstone,ZM,2021-10-21 14:14:54,-17.8419,25.8543,89.98,20,100,10.45
552,Puerto Madryn,AR,2021-10-21 14:14:55,-42.7692,-65.0385,67.26,36,53,16.42
553,Kaputa,ZM,2021-10-21 14:14:55,-8.4689,29.6619,88.3,37,28,4.68
554,Vestmannaeyjar,IS,2021-10-21 14:14:56,63.4427,-20.2734,43.9,80,100,10.11
555,Qasigiannguit,GL,2021-10-21 14:14:56,68.8193,-51.1922,23.11,95,97,2.21
556,Zeya,RU,2021-10-21 14:14:56,53.75,127.2667,29.89,74,43,4.12
557,Akyab,MM,2021-10-21 14:14:57,20.15,92.9,81.07,82,100,2.53
558,Hervey Bay,AU,2021-10-21 14:10:17,-25.2986,152.8535,75.04,75,45,9.95
559,Boguchany,RU,2021-10-21 14:14:58,58.3814,97.4531,36.77,84,55,3.76
560,Am Timan,TD,2021-10-21 14:14:58,11.0297,20.2827,88.72,46,68,2.53
561,Praia Da Vitoria,PT,2021-10-21 14:14:58,38.7333,-27.0667,74.75,72,70,6.04
562,Gashua,NG,2021-10-21 14:14:59,12.871,11.0482,97.25,23,26,3.83
563,Oga,IT,2021-10-21 14:14:59,46.4631,10.347,52.34,96,99,4.09
564,Namibe,AO,2021-10-21 14:15:00,-15.1961,12.1522,74.1,65,8,14.72
565,Conde,BR,2021-10-21 14:15:00,-7.2597,-34.9075,87.26,58,40,13.8
566,Vari,GR,2021-10-21 14:15:01,37.8312,23.8081,74.95,63,20,5.01
567,Port Hedland,AU,2021-10-21 14:15:02,-20.3167,118.5667,73.45,68,0,8.05
568,Antalya,TR,2021-10-21 14:15:03,36.7741,30.7178,75.79,50,0,12.66
569,Qujing,CN,2021-10-21 14:15:03,25.4833,103.7833,46.92,92,100,5.44
570,Rodrigues Alves,BR,2021-10-21 14:15:04,-7.738,-72.6509,84.69,57,100,2.39
